Name,League,Team,Stat,Versus,Prizepicks,Odds Type
Dansby Swanson,MLB,CHC,Home Runs,AZ,0.5,demon
Lane Thomas,MLB,CLE,Hits+Runs+RBIs,KC,1.5,standard
Eugenio Suárez,MLB,AZ,Home Runs,CHC,0.5,demon
Bobby Witt Jr.,MLB,KC,Total Bases,CLE,1.5,standard
Gabriel Moreno,MLB,AZ,Home Runs,CHC,0.5,demon
Carlos Santana,MLB,CLE,Hits+Runs+RBIs,KC,1.5,standard
Ian Happ,MLB,CHC,Home Runs,AZ,0.5,demon
Vinnie Pasquantino,MLB,KC,Hits+Runs+RBIs,CLE,1.5,standard
Josh Naylor,MLB,AZ,Home Runs,CHC,0.5,demon
Ketel Marte,MLB,AZ,Home Runs,CHC,0.5,demon
Michael Massey,MLB,KC,Hits+Runs+RBIs,CLE,1.5,standard
Kyle Tucker,MLB,CHC,Home Runs,AZ,0.5,demon
Lourdes Gurriel Jr.,MLB,AZ,Home Runs,CHC,0.5,demon
Gavin Williams,MLB,CLE,Hits Allowed,KC,5.5,demon
Gavin Williams,MLB,CLE,Hits Allowed,KC,3.5,goblin
Seth Lugo,MLB,KC,Hits Allowed,CLE,3.5,goblin
Gavin Williams,MLB,CLE,Hits Allowed,KC,6.5,demon
Seth Lugo,MLB,KC,Earned Runs Allowed,CLE,1.5,goblin
Seth Lugo,MLB,KC,Pitcher Strikeouts,CLE,7.5,demon
Jonathan India,MLB,KC,Runs,CLE,0.5,standard
Seth Lugo,MLB,KC,Hits Allowed,CLE,6.5,demon
Gavin Williams,MLB,CLE,Earned Runs Allowed,KC,1.5,goblin
Gavin Williams,MLB,CLE,Pitcher Strikeouts,KC,7.5,demon
Michael Busch,MLB,CHC,Home Runs,AZ,0.5,demon
Pete Crow-Armstrong,MLB,CHC,Home Runs,AZ,0.5,demon
Randal Grichuk,MLB,AZ,Home Runs,CHC,0.5,demon
Seiya Suzuki,MLB,CHC,Home Runs,AZ,0.5,demon
Andy Pages,MLB,LAD,Home Runs,DET,0.5,demon
Freddie Freeman,MLB,LAD,Home Runs,DET,0.5,demon
Jake Rogers,MLB,DET,Home Runs,LAD,0.5,demon
Javier Báez,MLB,DET,Home Runs,LAD,0.5,demon
Kerry Carpenter,MLB,DET,Home Runs,LAD,0.5,demon
Max Muncy,MLB,LAD,Home Runs,DET,0.5,demon
Corey Seager,MLB,TEX,Walks,BOS,0.5,demon
Adolis García,MLB,TEX,RBIs,BOS,0.5,demon
Kristian Campbell,MLB,BOS,Hits,TEX,0.5,goblin
Corey Seager,MLB,TEX,Hits,BOS,2.5,demon
Jake Burger,MLB,TEX,Walks,BOS,0.5,demon
Jonah Heim,MLB,TEX,Hits,BOS,1.5,demon
Adolis García,MLB,TEX,Walks,BOS,0.5,demon
Wyatt Langford,MLB,TEX,Hits,BOS,0.5,goblin
Jake Burger,MLB,TEX,RBIs,BOS,0.5,demon
Wilyer Abreu,MLB,BOS,Singles,TEX,0.5,demon
Rafael Devers,MLB,BOS,Walks,TEX,0.5,demon
Rafael Devers,MLB,BOS,RBIs,TEX,0.5,demon
Wyatt Langford,MLB,TEX,Hits,BOS,1.5,demon
Jonah Heim,MLB,TEX,Runs,BOS,0.5,demon
Kristian Campbell,MLB,BOS,Total Bases,TEX,1.5,demon
Wilyer Abreu,MLB,BOS,Total Bases,TEX,3.5,demon
Leody Taveras,MLB,TEX,Hits+Runs+RBIs,BOS,0.5,goblin
Trevor Story,MLB,BOS,Hits,TEX,1.5,demon
Jake Burger,MLB,TEX,Runs,BOS,1.5,demon
Wyatt Langford,MLB,TEX,Doubles,BOS,0.5,demon
Triston Casas,MLB,BOS,Singles,TEX,0.5,demon
Alex Bregman,MLB,BOS,Hits,TEX,1.5,demon
Jarren Duran,MLB,BOS,Hits,TEX,0.5,goblin
Triston Casas,MLB,BOS,Runs,TEX,1.5,demon
Josh Jung,MLB,TEX,Total Bases,BOS,1.5,demon
Kristian Campbell,MLB,BOS,RBIs,TEX,0.5,demon
Adolis García,MLB,TEX,Runs,BOS,1.5,demon
Wyatt Langford,MLB,TEX,Runs,BOS,1.5,demon
Josh Jung,MLB,TEX,Hits,BOS,1.5,demon
Marcus Semien,MLB,TEX,Runs,BOS,1.5,demon
Jake Burger,MLB,TEX,RBIs,BOS,1.5,demon
Adolis García,MLB,TEX,Doubles,BOS,0.5,demon
Rafael Devers,MLB,BOS,RBIs,TEX,1.5,demon
Rafael Devers,MLB,BOS,Total Bases,TEX,0.5,goblin
Trevor Story,MLB,BOS,Total Bases,TEX,1.5,demon
Josh Jung,MLB,TEX,Doubles,BOS,0.5,demon
Kristian Campbell,MLB,BOS,Total Bases,TEX,0.5,goblin
Trevor Story,MLB,BOS,RBIs,TEX,0.5,demon
Adolis García,MLB,TEX,Total Bases,BOS,0.5,goblin
Wyatt Langford,MLB,TEX,Total Bases,BOS,0.5,goblin
Jake Burger,MLB,TEX,Total Bases,BOS,0.5,goblin
Jarren Duran,MLB,BOS,Total Bases,TEX,2.5,demon
Wyatt Langford,MLB,TEX,RBIs,BOS,0.5,demon
Marcus Semien,MLB,TEX,Total Bases,BOS,0.5,goblin
Wilyer Abreu,MLB,BOS,Total Bases,TEX,1.5,demon
Adolis García,MLB,TEX,RBIs,BOS,1.5,demon
Adolis García,MLB,TEX,Hits,BOS,1.5,demon
Triston Casas,MLB,BOS,Runs,TEX,0.5,demon
Triston Casas,MLB,BOS,Hits,TEX,1.5,demon
Triston Casas,MLB,BOS,Doubles,TEX,0.5,demon
Rafael Devers,MLB,BOS,Hits,TEX,1.5,demon
Triston Casas,MLB,BOS,Total Bases,TEX,1.5,demon
Jake Burger,MLB,TEX,Doubles,BOS,0.5,demon
Jarren Duran,MLB,BOS,Hits,TEX,2.5,demon
Corey Seager,MLB,TEX,Hits,BOS,1.5,demon
Corey Seager,MLB,TEX,Hits,BOS,0.5,goblin
Trevor Story,MLB,BOS,Doubles,TEX,0.5,demon
Corey Seager,MLB,TEX,RBIs,BOS,0.5,demon
Triston Casas,MLB,BOS,Walks,TEX,0.5,demon
Rafael Devers,MLB,BOS,Runs,TEX,1.5,demon
Kristian Campbell,MLB,BOS,Walks,TEX,0.5,demon
Jarren Duran,MLB,BOS,Total Bases,TEX,5.5,demon
Jarren Duran,MLB,BOS,Total Bases,TEX,0.5,goblin
Connor Wong,MLB,BOS,Total Bases,TEX,3.5,demon
Connor Wong,MLB,BOS,RBIs,TEX,0.5,demon
Ceddanne Rafaela,MLB,BOS,Total Bases,TEX,2.5,demon
Ceddanne Rafaela,MLB,BOS,Hits,TEX,0.5,goblin
Wilyer Abreu,MLB,BOS,Doubles,TEX,0.5,demon
Marcus Semien,MLB,TEX,RBIs,BOS,0.5,demon
Leody Taveras,MLB,TEX,Walks,BOS,0.5,demon
Leody Taveras,MLB,TEX,Runs,BOS,0.5,demon
Leody Taveras,MLB,TEX,RBIs,BOS,0.5,demon
Leody Taveras,MLB,TEX,Doubles,BOS,0.5,demon
Josh Jung,MLB,TEX,Walks,BOS,0.5,demon
Jonah Heim,MLB,TEX,Total Bases,BOS,3.5,demon
Jonah Heim,MLB,TEX,Doubles,BOS,0.5,demon
Wyatt Langford,MLB,TEX,RBIs,BOS,1.5,demon
Connor Wong,MLB,BOS,Hits+Runs+RBIs,TEX,0.5,goblin
Jonah Heim,MLB,TEX,RBIs,BOS,0.5,demon
Corey Seager,MLB,TEX,Doubles,BOS,0.5,demon
Jake Burger,MLB,TEX,Hits,BOS,1.5,demon
Jarren Duran,MLB,BOS,Walks,TEX,0.5,demon
Trevor Story,MLB,BOS,Total Bases,TEX,0.5,goblin
Rafael Devers,MLB,BOS,Total Bases,TEX,4.5,demon
Marcus Semien,MLB,TEX,Total Bases,BOS,4.5,demon
Marcus Semien,MLB,TEX,RBIs,BOS,1.5,demon
Marcus Semien,MLB,TEX,Hits+Runs+RBIs,BOS,2.5,demon
Connor Wong,MLB,BOS,Total Bases,TEX,0.5,goblin
Connor Wong,MLB,BOS,Runs,TEX,0.5,demon
Rafael Devers,MLB,BOS,Doubles,TEX,0.5,demon
Marcus Semien,MLB,TEX,Hits,BOS,0.5,goblin
Wyatt Langford,MLB,TEX,Walks,BOS,0.5,demon
Kristian Campbell,MLB,BOS,Total Bases,TEX,4.5,demon
Kristian Campbell,MLB,BOS,Total Bases,TEX,2.5,demon
Leody Taveras,MLB,TEX,Total Bases,BOS,1.5,demon
Kristian Campbell,MLB,BOS,Doubles,TEX,0.5,demon
Josh Jung,MLB,TEX,Total Bases,BOS,2.5,demon
Josh Jung,MLB,TEX,RBIs,BOS,1.5,demon
Josh Jung,MLB,TEX,Hits+Runs+RBIs,BOS,2.5,demon
Trevor Story,MLB,BOS,Hits,TEX,0.5,goblin
Triston Casas,MLB,BOS,Total Bases,TEX,3.5,demon
Jonah Heim,MLB,TEX,Walks,BOS,0.5,demon
Ceddanne Rafaela,MLB,BOS,RBIs,TEX,0.5,demon
Jake Burger,MLB,TEX,Total Bases,BOS,3.5,demon
Trevor Story,MLB,BOS,Total Bases,TEX,3.5,demon
Jarren Duran,MLB,BOS,Doubles,TEX,0.5,demon
Corey Seager,MLB,TEX,Singles,BOS,1.5,demon
Corey Seager,MLB,TEX,Runs,BOS,1.5,demon
Connor Wong,MLB,BOS,Total Bases,TEX,2.5,demon
Connor Wong,MLB,BOS,Doubles,TEX,0.5,demon
Ceddanne Rafaela,MLB,BOS,Total Bases,TEX,3.5,demon
Ceddanne Rafaela,MLB,BOS,Total Bases,TEX,1.5,demon
Ceddanne Rafaela,MLB,BOS,Total Bases,TEX,0.5,goblin
Leody Taveras,MLB,TEX,Hits,BOS,1.5,demon
Ceddanne Rafaela,MLB,BOS,RBIs,TEX,1.5,demon
Josh Jung,MLB,TEX,RBIs,BOS,0.5,demon
Josh Jung,MLB,TEX,Total Bases,BOS,3.5,demon
Ceddanne Rafaela,MLB,BOS,Runs,TEX,0.5,demon
Ceddanne Rafaela,MLB,BOS,Doubles,TEX,0.5,demon
Josh Jung,MLB,TEX,Hits,BOS,0.5,goblin
Alex Bregman,MLB,BOS,Walks,TEX,0.5,demon
Alex Bregman,MLB,BOS,Total Bases,TEX,3.5,demon
Alex Bregman,MLB,BOS,Total Bases,TEX,4.5,demon
Alex Bregman,MLB,BOS,Total Bases,TEX,2.5,demon
Alex Bregman,MLB,BOS,Total Bases,TEX,0.5,goblin
Alex Bregman,MLB,BOS,Runs,TEX,1.5,demon
Marcus Semien,MLB,TEX,Walks,BOS,0.5,demon
Alex Bregman,MLB,BOS,RBIs,TEX,0.5,demon
Triston Casas,MLB,BOS,Total Bases,TEX,4.5,demon
Jarren Duran,MLB,BOS,Hits,TEX,1.5,demon
Connor Wong,MLB,BOS,Walks,TEX,0.5,demon
Alex Bregman,MLB,BOS,RBIs,TEX,1.5,demon
Rafael Devers,MLB,BOS,Total Bases,TEX,3.5,demon
Jarren Duran,MLB,BOS,RBIs,TEX,0.5,demon
Trevor Story,MLB,BOS,Walks,TEX,0.5,demon
Kristian Campbell,MLB,BOS,Hits,TEX,1.5,demon
Wilyer Abreu,MLB,BOS,Walks,TEX,0.5,demon
Tyler Mahle,MLB,TEX,Pitcher Strikeouts,BOS,4.5,standard
Adolis García,MLB,TEX,Hits,BOS,0.5,goblin
Jake Burger,MLB,TEX,Hits,BOS,0.5,goblin
Corey Seager,MLB,TEX,Total Bases,BOS,3.5,demon
Corey Seager,MLB,TEX,Total Bases,BOS,4.5,demon
Corey Seager,MLB,TEX,Total Bases,BOS,2.5,demon
Trevor Story,MLB,BOS,RBIs,TEX,1.5,demon
Wyatt Langford,MLB,TEX,Total Bases,BOS,2.5,demon
Wilyer Abreu,MLB,BOS,RBIs,TEX,1.5,demon
Rafael Devers,MLB,BOS,Hits+Runs+RBIs,TEX,2.5,demon
Trevor Story,MLB,BOS,Runs,TEX,1.5,demon
Alex Bregman,MLB,BOS,Hits,TEX,0.5,goblin
Ceddanne Rafaela,MLB,BOS,Hits,TEX,1.5,demon
Jarren Duran,MLB,BOS,RBIs,TEX,1.5,demon
Triston Casas,MLB,BOS,RBIs,TEX,1.5,demon
Kristian Campbell,MLB,BOS,RBIs,TEX,1.5,demon
Rafael Devers,MLB,BOS,Total Bases,TEX,2.5,demon
Alex Bregman,MLB,BOS,Doubles,TEX,0.5,demon
Wilyer Abreu,MLB,BOS,RBIs,TEX,0.5,demon
Wilyer Abreu,MLB,BOS,Hits,TEX,1.5,demon
Jonah Heim,MLB,TEX,RBIs,BOS,1.5,demon
Kristian Campbell,MLB,BOS,Hits+Runs+RBIs,TEX,2.5,demon
Adolis García,MLB,TEX,Hits+Runs+RBIs,BOS,2.5,demon
Trevor Story,MLB,BOS,Hits+Runs+RBIs,TEX,2.5,demon
Wyatt Langford,MLB,TEX,Hits+Runs+RBIs,BOS,2.5,demon
Trevor Story,MLB,BOS,Total Bases,TEX,2.5,demon
Wilyer Abreu,MLB,BOS,Hits+Runs+RBIs,TEX,0.5,goblin
Ceddanne Rafaela,MLB,BOS,Hits+Runs+RBIs,TEX,0.5,goblin
Triston Casas,MLB,BOS,RBIs,TEX,0.5,demon
Jonah Heim,MLB,TEX,Total Bases,BOS,2.5,demon
Jarren Duran,MLB,BOS,Total Bases,TEX,4.5,demon
Jake Burger,MLB,TEX,Hits+Runs+RBIs,BOS,2.5,demon
Alex Bregman,MLB,BOS,Hits+Runs+RBIs,TEX,2.5,demon
Jake Burger,MLB,TEX,Total Bases,BOS,4.5,demon
Kristian Campbell,MLB,BOS,Total Bases,TEX,3.5,demon
Corey Seager,MLB,TEX,Total Bases,BOS,0.5,goblin
Jonah Heim,MLB,TEX,Hits+Runs+RBIs,BOS,0.5,goblin
Josh Jung,MLB,TEX,Total Bases,BOS,0.5,goblin
Marcus Semien,MLB,TEX,Doubles,BOS,0.5,demon
Wilyer Abreu,MLB,BOS,Total Bases,TEX,2.5,demon
Jarren Duran,MLB,BOS,Runs,TEX,1.5,demon
Adolis García,MLB,TEX,Total Bases,BOS,4.5,demon
Wyatt Langford,MLB,TEX,Total Bases,BOS,4.5,demon
Wilyer Abreu,MLB,BOS,Total Bases,TEX,4.5,demon
Adolis García,MLB,TEX,Total Bases,BOS,3.5,demon
Marcus Semien,MLB,TEX,Total Bases,BOS,3.5,demon
Jarren Duran,MLB,BOS,Total Bases,TEX,3.5,demon
Jake Burger,MLB,TEX,Total Bases,BOS,2.5,demon
Wyatt Langford,MLB,TEX,Total Bases,BOS,3.5,demon
Leody Taveras,MLB,TEX,Total Bases,BOS,3.5,demon
Corey Seager,MLB,TEX,Total Bases,BOS,5.5,demon
Trevor Story,MLB,BOS,Total Bases,TEX,4.5,demon
Jonah Heim,MLB,TEX,Total Bases,BOS,1.5,demon
Leody Taveras,MLB,TEX,Total Bases,BOS,2.5,demon
Adolis García,MLB,TEX,Total Bases,BOS,2.5,demon
Connor Wong,MLB,BOS,Hits,TEX,0.5,goblin
Connor Wong,MLB,BOS,Hits,TEX,1.5,demon
Rafael Devers,MLB,BOS,Hits,TEX,0.5,goblin
Alex Bregman,MLB,BOS,Hits,TEX,2.5,demon
Triston Casas,MLB,BOS,Total Bases,TEX,2.5,demon
Corey Seager,MLB,TEX,RBIs,BOS,1.5,demon
Marcus Semien,MLB,TEX,Total Bases,BOS,2.5,demon
Connor Wong,MLB,BOS,Total Bases,TEX,1.5,demon
Michael Conforto,MLB,LAD,Home Runs,DET,0.5,demon
Walker Buehler,MLB,BOS,Pitcher Strikeouts,TEX,4.0,standard
Mookie Betts,MLB,LAD,Home Runs,DET,0.5,demon
Corey Seager,MLB,TEX,Total Bases,BOS,1.5,standard
Corey Seager,MLB,TEX,Runs,BOS,0.5,standard
Riley Greene,MLB,DET,Home Runs,LAD,0.5,demon
Jarren Duran,MLB,BOS,Total Bases,TEX,1.5,standard
Jarren Duran,MLB,BOS,Runs,TEX,0.5,standard
Shohei Ohtani,MLB,LAD,Home Runs,DET,0.5,demon
Adolis García,MLB,TEX,Hits+Runs+RBIs,BOS,1.5,standard
Spencer Torkelson,MLB,DET,Home Runs,LAD,0.5,demon
Rafael Devers,MLB,BOS,Hits+Runs+RBIs,TEX,1.5,standard
Rafael Devers,MLB,BOS,Runs,TEX,0.5,standard
Teoscar Hernández,MLB,LAD,Home Runs,DET,0.5,demon
Jake Burger,MLB,TEX,Hits+Runs+RBIs,BOS,1.5,standard
Will Smith,MLB,LAD,Home Runs,DET,0.5,demon
Kristian Campbell,MLB,BOS,Hits+Runs+RBIs,TEX,1.5,standard
Brent Rooker,MLB,OAK,Home Runs,SEA,0.5,demon
Josh Jung,MLB,TEX,Hits+Runs+RBIs,BOS,1.5,standard
Cal Raleigh,MLB,SEA,Home Runs,ATH,0.5,demon
Trevor Story,MLB,BOS,Hits+Runs+RBIs,TEX,1.5,standard
J.P. Crawford,MLB,SEA,Home Runs,ATH,0.5,demon
Walker Buehler,MLB,BOS,Earned Runs Allowed,TEX,1.5,goblin
Tyler Mahle,MLB,TEX,Hits Allowed,BOS,3.5,goblin
Walker Buehler,MLB,BOS,Pitcher Strikeouts,TEX,5.5,demon
Tyler Mahle,MLB,TEX,Pitcher Strikeouts,BOS,5.5,demon
Walker Buehler,MLB,BOS,Hits Allowed,TEX,6.5,demon
Walker Buehler,MLB,BOS,Hits Allowed,TEX,5.5,demon
Tyler Mahle,MLB,TEX,Pitcher Strikeouts,BOS,6.5,demon
Walker Buehler,MLB,BOS,Hits Allowed,TEX,3.5,goblin
Tyler Mahle,MLB,TEX,Pitcher Strikeouts,BOS,3.5,goblin
Marcus Semien,MLB,TEX,Runs,BOS,0.5,standard
Walker Buehler,MLB,BOS,Pitcher Strikeouts,TEX,6.5,demon
Tyler Mahle,MLB,TEX,Pitcher Strikeouts,BOS,7.5,demon
Tyler Mahle,MLB,TEX,Hits Allowed,BOS,5.5,demon
Walker Buehler,MLB,BOS,Earned Runs Allowed,TEX,2.5,standard
Tyler Mahle,MLB,TEX,Hits Allowed,BOS,6.5,demon
Tyler Mahle,MLB,TEX,Earned Runs Allowed,BOS,1.5,goblin
Walker Buehler,MLB,BOS,Pitcher Strikeouts,TEX,3.5,goblin
JJ Bleday,MLB,OAK,Home Runs,SEA,0.5,demon
Jorge Polanco,MLB,SEA,Home Runs,ATH,0.5,demon
Wyatt Langford,MLB,TEX,Runs,BOS,0.5,standard
Julio Rodríguez,MLB,SEA,Home Runs,ATH,0.5,demon
Lawrence Butler,MLB,OAK,Home Runs,SEA,0.5,demon
Luke Raley Jr.,MLB,SEA,Home Runs,ATH,0.5,demon
Randy Arozarena,MLB,SEA,Home Runs,ATH,0.5,demon
Ryan Bliss,MLB,SEA,Home Runs,ATH,0.5,demon
Shea Langeliers,MLB,OAK,Home Runs,SEA,0.5,demon
Tyler Soderstrom,MLB,OAK,Home Runs,SEA,0.5,demon
Victor Robles,MLB,SEA,Home Runs,ATH,0.5,demon
Yainer Diaz,MLB,HOU,Hits,NYM,0.5,goblin
Christian Walker,MLB,HOU,Hits+Runs+RBIs,NYM,2.5,demon
Starling Marte,MLB,NYM,Total Bases,HOU,1.5,demon
Jeremy Peña,MLB,HOU,Total Bases,NYM,2.5,demon
Yainer Diaz,MLB,HOU,Total Bases,NYM,0.5,goblin
Francisco Lindor,MLB,NYM,Hits,HOU,1.5,demon
Yainer Diaz,MLB,HOU,Total Bases,NYM,3.5,demon
Jake Meyers,MLB,HOU,Walks,NYM,0.5,demon
Mark Vientos,MLB,NYM,Total Bases,HOU,0.5,goblin
Christian Walker,MLB,HOU,Total Bases,NYM,3.5,demon
Jake Meyers,MLB,HOU,RBIs,NYM,0.5,demon
Yainer Diaz,MLB,HOU,Hits,NYM,1.5,demon
Yainer Diaz,MLB,HOU,RBIs,NYM,1.5,demon
Juan Soto,MLB,NYM,RBIs,HOU,0.5,demon
Jose Siri,MLB,NYM,Hits+Runs+RBIs,HOU,1.5,demon
Yainer Diaz,MLB,HOU,RBIs,NYM,0.5,demon
Jose Altuve,MLB,HOU,Hits+Runs+RBIs,NYM,2.5,demon
Brett Baty,MLB,NYM,Hits,HOU,1.5,demon
Christian Walker,MLB,HOU,Hits,NYM,0.5,goblin
Luis Torrens,MLB,NYM,Total Bases,HOU,1.5,demon
Jose Siri,MLB,NYM,Runs,HOU,0.5,demon
Jose Altuve,MLB,HOU,RBIs,NYM,1.5,demon
Jose Siri,MLB,NYM,RBIs,HOU,0.5,demon
Brett Baty,MLB,NYM,Runs,HOU,0.5,demon
Jake Meyers,MLB,HOU,Hits+Runs+RBIs,NYM,0.5,goblin
Mark Vientos,MLB,NYM,Hits+Runs+RBIs,HOU,2.5,demon
Francisco Lindor,MLB,NYM,Total Bases,HOU,5.5,demon
Jake Meyers,MLB,HOU,Total Bases,NYM,3.5,demon
Francisco Lindor,MLB,NYM,Total Bases,HOU,3.5,demon
Mark Vientos,MLB,NYM,Doubles,HOU,0.5,demon
Mark Vientos,MLB,NYM,Hits,HOU,1.5,demon
Pete Alonso,MLB,NYM,Hits,HOU,0.5,goblin
Jose Altuve,MLB,HOU,RBIs,NYM,0.5,demon
Francisco Lindor,MLB,NYM,Doubles,HOU,0.5,demon
Luis Torrens,MLB,NYM,RBIs,HOU,0.5,demon
Mauricio Dubón,MLB,HOU,Doubles,NYM,0.5,demon
Jeremy Peña,MLB,HOU,Hits,NYM,1.5,demon
Jeremy Peña,MLB,HOU,Hits,NYM,0.5,goblin
Brett Baty,MLB,NYM,Total Bases,HOU,1.5,demon
Jake Meyers,MLB,HOU,Doubles,NYM,0.5,demon
Pete Alonso,MLB,NYM,Total Bases,HOU,0.5,goblin
Mauricio Dubón,MLB,HOU,Total Bases,NYM,1.5,demon
Brandon Nimmo,MLB,NYM,RBIs,HOU,1.5,demon
Brandon Nimmo,MLB,NYM,Total Bases,HOU,3.5,demon
Brandon Nimmo,MLB,NYM,Total Bases,HOU,4.5,demon
Jesse Winker,MLB,NYM,Doubles,HOU,0.5,demon
Pete Alonso,MLB,NYM,Runs,HOU,1.5,demon
Jesse Winker,MLB,NYM,Total Bases,HOU,3.5,demon
Yordan Alvarez,MLB,HOU,Singles,NYM,0.5,demon
Mauricio Dubón,MLB,HOU,Hits+Runs+RBIs,NYM,0.5,goblin
Brett Baty,MLB,NYM,Doubles,HOU,0.5,demon
Christian Walker,MLB,HOU,Total Bases,NYM,0.5,goblin
Pete Alonso,MLB,NYM,Hits+Runs+RBIs,HOU,2.5,demon
Mark Vientos,MLB,NYM,Walks,HOU,0.5,demon
Jake Meyers,MLB,HOU,Total Bases,NYM,2.5,demon
Francisco Lindor,MLB,NYM,Hits+Runs+RBIs,HOU,2.5,demon
Yainer Diaz,MLB,HOU,Walks,NYM,0.5,demon
Yordan Alvarez,MLB,HOU,Runs,NYM,1.5,demon
Mark Vientos,MLB,NYM,RBIs,HOU,1.5,demon
Yainer Diaz,MLB,HOU,Total Bases,NYM,4.5,demon
Mark Vientos,MLB,NYM,Total Bases,HOU,4.5,demon
Mark Vientos,MLB,NYM,Hits,HOU,0.5,goblin
Luis Torrens,MLB,NYM,Doubles,HOU,0.5,demon
Mark Vientos,MLB,NYM,RBIs,HOU,0.5,demon
Brett Baty,MLB,NYM,Total Bases,HOU,3.5,demon
Yainer Diaz,MLB,HOU,Total Bases,NYM,2.5,demon
Francisco Lindor,MLB,NYM,RBIs,HOU,1.5,demon
Pete Alonso,MLB,NYM,Doubles,HOU,0.5,demon
Jesse Winker,MLB,NYM,Singles,HOU,0.5,demon
Jeremy Peña,MLB,HOU,Hits+Runs+RBIs,NYM,2.5,demon
Jose Siri,MLB,NYM,Singles,HOU,0.5,demon
Francisco Lindor,MLB,NYM,Hits,HOU,0.5,goblin
Pete Alonso,MLB,NYM,Total Bases,HOU,5.5,demon
Jeremy Peña,MLB,HOU,Doubles,NYM,0.5,demon
Pete Alonso,MLB,NYM,Total Bases,HOU,3.5,demon
Jose Siri,MLB,NYM,Walks,HOU,0.5,demon
Pete Alonso,MLB,NYM,Total Bases,HOU,2.5,demon
Jose Siri,MLB,NYM,Total Bases,HOU,3.5,demon
Jesse Winker,MLB,NYM,Total Bases,HOU,2.5,demon
Brett Baty,MLB,NYM,Total Bases,HOU,2.5,demon
Mauricio Dubón,MLB,HOU,Runs,NYM,0.5,demon
Mauricio Dubón,MLB,HOU,RBIs,NYM,0.5,demon
Yainer Diaz,MLB,HOU,Hits+Runs+RBIs,NYM,2.5,demon
Mark Vientos,MLB,NYM,Total Bases,HOU,2.5,demon
Luis Torrens,MLB,NYM,Walks,HOU,0.5,demon
Jose Siri,MLB,NYM,Doubles,HOU,0.5,demon
Yordan Alvarez,MLB,HOU,Doubles,NYM,0.5,demon
Brandon Nimmo,MLB,NYM,Doubles,HOU,0.5,demon
Juan Soto,MLB,NYM,Runs,HOU,1.5,demon
Juan Soto,MLB,NYM,Hits,HOU,0.5,goblin
Luis Torrens,MLB,NYM,Hits+Runs+RBIs,HOU,1.5,demon
Jake Meyers,MLB,HOU,Hits,NYM,1.5,demon
Luis Torrens,MLB,NYM,Hits,HOU,1.5,demon
Jose Altuve,MLB,HOU,Total Bases,NYM,0.5,goblin
Jose Siri,MLB,NYM,Total Bases,HOU,2.5,demon
Yordan Alvarez,MLB,HOU,RBIs,NYM,1.5,demon
Francisco Lindor,MLB,NYM,Runs,HOU,1.5,demon
Jose Altuve,MLB,HOU,Runs,NYM,1.5,demon
Christian Walker,MLB,HOU,Runs,NYM,1.5,demon
Jeremy Peña,MLB,HOU,Walks,NYM,0.5,demon
Jesse Winker,MLB,NYM,RBIs,HOU,0.5,demon
Yordan Alvarez,MLB,HOU,RBIs,NYM,0.5,demon
Mauricio Dubón,MLB,HOU,RBIs,NYM,1.5,demon
Jeremy Peña,MLB,HOU,Total Bases,NYM,0.5,goblin
Christian Walker,MLB,HOU,Doubles,NYM,0.5,demon
Luis Torrens,MLB,NYM,Runs,HOU,0.5,demon
Christian Walker,MLB,HOU,Total Bases,NYM,2.5,demon
Christian Walker,MLB,HOU,RBIs,NYM,1.5,demon
Brandon Nimmo,MLB,NYM,Total Bases,HOU,2.5,demon
Jose Siri,MLB,NYM,Total Bases,HOU,1.5,demon
Juan Soto,MLB,NYM,Hits,HOU,1.5,demon
Yordan Alvarez,MLB,HOU,Hits,NYM,1.5,demon
Jeremy Peña,MLB,HOU,Total Bases,NYM,3.5,demon
Mauricio Dubón,MLB,HOU,Hits,NYM,1.5,demon
Jose Altuve,MLB,HOU,Doubles,NYM,0.5,demon
Mauricio Dubón,MLB,HOU,Total Bases,NYM,3.5,demon
Mauricio Dubón,MLB,HOU,Total Bases,NYM,0.5,goblin
Yordan Alvarez,MLB,HOU,Hits+Runs+RBIs,NYM,2.5,demon
Mark Vientos,MLB,NYM,Total Bases,HOU,3.5,demon
Juan Soto,MLB,NYM,RBIs,HOU,1.5,demon
Brett Baty,MLB,NYM,Hits+Runs+RBIs,HOU,1.5,demon
Mauricio Dubón,MLB,HOU,Total Bases,NYM,2.5,demon
Yordan Alvarez,MLB,HOU,Total Bases,NYM,0.5,goblin
Mauricio Dubón,MLB,HOU,Hits,NYM,0.5,goblin
Mark Vientos,MLB,NYM,Runs,HOU,0.5,demon
Luis Torrens,MLB,NYM,Total Bases,HOU,2.5,demon
Juan Soto,MLB,NYM,Total Bases,HOU,3.5,demon
Jake Meyers,MLB,HOU,Runs,NYM,0.5,demon
Jesse Winker,MLB,NYM,Runs,HOU,0.5,demon
Pete Alonso,MLB,NYM,RBIs,HOU,0.5,demon
Christian Walker,MLB,HOU,RBIs,NYM,0.5,demon
Yordan Alvarez,MLB,HOU,Hits,NYM,0.5,goblin
Jesse Winker,MLB,NYM,Hits+Runs+RBIs,HOU,0.5,goblin
Juan Soto,MLB,NYM,Singles,HOU,0.5,demon
